condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful
major depressive disorde,Vilazodone,6,34,188.3721,5.7428,5.6,105,0.4762,29.5429
major depressive disorde,Viibryd,7,33,183.1767,5.881,5.7449,98,0.5,31.5714
major depressive disorde,Brexpiprazole,8,24,176.5164,6.4778,6.4024,82,0.5732,34.5122
major depressive disorde,Rexulti,9,20,168.999,6.6311,6.5733,75,0.5867,37.64
major depressive disorde,Zoloft,10,9,152.0782,7.0543,7.0667,60,0.7,27.45
major depressive disorde,Mirtazapine,11,14,151.567,6.944,6.9344,61,0.6393,33.0164
major depressive disorde,Escitalopram,12,10,134.1689,7.0303,7.0392,51,0.6471,20.5882
major depressive disorde,Fluoxetine,13,1,132.1415,7.4812,7.6087,46,0.7609,29.6522
major depressive disorde,Wellbutrin XL,14,17,131.7455,6.9033,6.8824,51,0.6078,47.9608
major depressive disorde,Aripiprazole,15,28,131.0548,6.3175,6.1754,57,0.5614,13.8596
malaria prevention,Atovaquone / proguanil,1,3,58.7865,6.2159,5.75,20,0.55,13.05
malaria prevention,Malarone,2,4,58.7865,6.2159,5.75,20,0.55,13.05
malaria prevention,Mefloquine,3,2,32.6391,6.2814,5.3333,9,0.4444,8.0
malaria prevention,Lariam,4,1,21.0278,6.2888,4.6,5,0.4,11.2
mance anxiety,Propranolol,1,1,616.7687,9.5532,9.6718,259,0.9846,36.4788
mania,Divalproex sodium,1,1,73.3986,7.4821,7.7619,21,0.8095,38.619
mania,Depakote,2,2,49.8164,7.2764,7.5385,13,0.7692,57.0
mania,Lithium,3,3,40.8743,7.2686,7.6,10,0.8,32.7
mania,Chlorpromazine,4,4,22.2079,6.6417,5.8,5,0.4,11.4
mania,Haloperidol,5,5,20.0443,5.9947,3.6,5,0.2,10.0
melasma,Fluocinolone / hydroquinone / tretinoin,1,1,156.6356,8.4575,8.8163,49,0.8776,31.1429
melasma,Tri-Luma,2,2,153.7631,8.4318,8.7917,48,0.875,31.7083
meniere s,Diazepam,1,1,81.8389,8.6534,9.65,20,1.0,39.4
meniere s,Valium,2,2,38.7465,8.1455,9.875,8,1.0,54.125
menorrhagia,Tranexamic acid,1,1,150.6999,8.0147,8.26,50,0.84,42.58
menorrhagia,Lysteda,2,2,101.9107,7.9502,8.3333,30,0.8667,55.7667
menorrhagia,Dienogest / estradiol,3,4,37.0929,7.1385,7.3333,9,0.5556,4.7778
menorrhagia,Natazia,4,3,31.01,7.2057,7.5714,7,0.5714,6.1429
menstrual disorders,Ethinyl estradiol / norethindrone,1,12,212.5476,5.7199,5.5968,124,0.4839,7.2984
menstrual disorders,Drospirenone / ethinyl estradiol,2,11,179.0893,5.9801,5.8495,93,0.5376,5.9247
menstrual disorders,Tranexamic acid,3,2,126.9805,7.562,7.7209,43,0.7209,30.2093
menstrual disorders,Yaz,4,8,97.2817,6.2335,6.0,39,0.5385,5.0769
menstrual disorders,Loestrin 24 Fe,5,9,96.3223,6.0559,5.775,40,0.5,11.625
menstrual disorders,Microgestin Fe 1 / 20,6,5,69.8852,6.8797,6.8182,22,0.6364,11.9545
menstrual disorders,Lysteda,7,1,58.9742,7.7374,8.3333,15,0.8,50.8
menstrual disorders,Yasmin,8,6,51.0699,6.7003,6.4667,15,0.5333,13.6667
menstrual disorders,Ocella,9,4,47.3517,6.9164,6.8462,13,0.7692,4.2308
menstrual disorders,Gianvi,10,7,45.6274,6.3042,5.7143,14,0.5,4.6429
menstrual disorders,Junel Fe 1 / 20,11,14,40.2598,5.0325,3.5625,16,0.125,3.625
menstrual disorders,Microgestin Fe 1.5 / 30,12,10,36.4794,6.0395,5.0,11,0.4545,4.1818
menstrual disorders,Loryna,13,13,31.4168,5.5868,3.9,10,0.4,2.8
menstrual disorders,Gildess Fe 1 / 20,14,3,28.3071,7.3838,8.1667,6,0.8333,1.8333
methicillin resistant staphylococcus aureus infection,Linezolid,1,2,54.198,7.9164,8.7692,13,0.9231,20.2308
methicillin resistant staphylococcus aureus infection,Zyvox,2,1,51.8236,8.0379,9.0833,12,1.0,21.9167
migraine,Sumatriptan,1,23,531.7866,7.9398,7.9816,272,0.7757,8.2904
migraine,Rizatriptan,2,1,477.2892,8.8422,8.951,204,0.9265,9.6176
migraine,Eletriptan,3,9,302.3511,8.554,8.7155,116,0.8793,10.6034
migraine,Relpax,4,7,300.1242,8.6025,8.7719,114,0.886,10.7719
migraine,Imitrex,5,27,296.5296,7.7922,7.8672,128,0.75,11.7969
migraine,Maxalt,6,6,259.8053,8.6753,8.8925,93,0.9247,12.5269
migraine,Naproxen / sumatriptan,7,5,253.588,8.7516,8.9888,89,0.9213,7.3596
migraine,Acetaminophen / aspirin / caffeine,8,31,241.759,7.4775,7.534,103,0.7282,9.3981
migraine,Treximet,9,4,238.5528,8.7544,9.0122,82,0.9268,7.8415
migraine,Zolmitriptan,10,29,230.947,7.6501,7.734,94,0.7766,5.5638
migraine,Gabapentin,11,25,202.0917,7.8512,7.9868,76,0.8289,46.1974
migraine,Maxalt-MLT,12,8,184.4156,8.5543,8.8667,60,0.9167,10.75
migraine,Aspirin / butalbital / caffeine,13,15,167.3539,8.1751,8.4286,56,0.875,18.1786
migraine,Zomig,14,35,154.4736,7.1654,7.2,60,0.6833,7.25
migraine,Frovatriptan,15,2,137.0624,8.7825,9.3333,39,0.9744,8.1026
migraine prevention,Topiramate,1,28,597.9329,6.2559,6.2357,437,0.5538,23.0778
migraine prevention,Amitriptyline,2,6,479.6422,7.7692,7.8074,244,0.7869,32.7746
migraine prevention,Topamax,3,26,435.3427,6.3262,6.2979,282,0.5603,30.5355
migraine prevention,Nortriptyline,4,2,337.3169,8.0311,8.1164,146,0.8288,40.1301
migraine prevention,Propranolol,5,11,313.8339,7.6293,7.6831,142,0.7676,29.993
migraine prevention,OnabotulinumtoxinA,6,20,178.9589,7.0219,7.0267,75,0.68,43.5867
migraine prevention,Botox,7,21,174.2053,6.9754,6.9726,73,0.6712,44.7671
migraine prevention,Divalproex sodium,8,27,134.5982,6.3227,6.1864,59,0.5593,23.7288
migraine prevention,Verapamil,9,13,120.1804,7.5559,7.725,40,0.775,41.425
migraine prevention,Elavil,10,9,115.3963,7.692,7.9189,37,0.7838,45.0811
migraine prevention,Amlodipine,11,1,94.5093,8.2081,8.7692,26,0.8462,31.0385
migraine prevention,Inderal,12,14,88.6556,7.4849,7.7037,27,0.7778,40.7037
migraine prevention,Depakote,13,29,78.7152,6.1407,5.8,30,0.4667,27.2667
migraine prevention,Zonisamide,14,24,75.2132,6.7273,6.6,25,0.68,32.68
migraine prevention,Atenolol,15,3,72.1902,7.9326,8.5263,19,0.7895,27.8421
min,Metformin,1,2,118.4319,7.0529,7.0698,43,0.6977,68.5349
min,Linagliptin / metformin,2,1,33.9897,7.1455,7.375,8,0.75,4.25
min sitagliptin,Metformin / sitagliptin,1,1,88.1266,6.2589,6.0,34,0.5,39.1176
mitral valve prolapse,Metoprolol,1,2,43.1748,7.6777,8.5,10,0.9,16.2
mitral valve prolapse,Atenolol,2,1,30.224,7.8838,9.6667,6,1.0,21.0
mitral valve prolapse,Nebivolol,3,3,28.7331,7.495,8.5,6,0.8333,28.3333
mitral valve prolapse,Bystolic,4,4,24.7649,7.4064,8.4,5,0.8,33.8
mitral valve prolapse,Propranolol,5,5,23.9781,7.1711,7.6,5,0.6,9.6
moterol,Budesonide / formoterol,1,1,241.5386,7.5255,7.5882,102,0.6863,37.049
moterol,Formoterol,2,2,31.6896,7.3636,8.0,7,0.7143,13.0
moterol mometasone,Formoterol / mometasone,1,1,93.9714,6.3939,6.1944,36,0.5556,20.6944
motion sickness,Scopolamine,1,7,195.0704,7.2248,7.2593,81,0.679,12.5802
motion sickness,Transderm-Scop,2,8,145.5669,7.2076,7.2545,55,0.6727,15.8364
motion sickness,Meclizine,3,3,127.005,8.2982,8.7105,38,0.8684,22.8684
motion sickness,Dimenhydrinate,4,1,99.0543,8.6029,9.3462,26,0.9615,23.3077
motion sickness,Bonine,5,4,94.5093,8.2081,8.7692,26,0.8846,27.6538
motion sickness,Dramamine,6,2,85.7201,8.4385,9.2273,22,0.9545,26.7727
motion sickness,Cyclizine,7,5,30.6499,7.995,10.0,6,1.0,25.1667
motion sickness,Promethazine,8,10,30.557,7.1005,7.2857,7,0.7143,12.1429
motion sickness,Marezine,9,6,26.3384,7.877,10.0,5,1.0,29.4
motion sickness,Phenergan,10,9,23.9781,7.1711,7.6,5,0.8,14.4
multiple sclerosis,Glatiramer,1,9,249.0688,7.7036,7.7864,103,0.767,37.9223
multiple sclerosis,Copaxone,2,8,243.988,7.774,7.8687,99,0.7778,39.2424
multiple sclerosis,Natalizumab,3,7,201.2142,7.8171,7.9474,76,0.75,56.8421
multiple sclerosis,Tysabri,4,6,198.0025,7.8478,7.9865,74,0.7568,58.3649
multiple sclerosis,Fingolimod,5,11,177.9351,7.3526,7.4143,70,0.7429,56.8429
multiple sclerosis,Gilenya,6,15,173.1331,7.3114,7.3676,68,0.7353,58.3824
multiple sclerosis,Interferon beta-1a,7,10,171.711,7.6788,7.8095,63,0.7937,15.254
multiple sclerosis,Ampyra,8,2,160.3334,8.2798,8.5769,52,0.8462,68.7692
multiple sclerosis,Dalfampridine,9,3,160.3334,8.2798,8.5769,52,0.8462,68.7692
multiple sclerosis,Dimethyl fumarate,10,12,96.5195,7.3467,7.4839,31,0.6774,25.5161
multiple sclerosis,Avonex,11,13,91.4122,7.3149,7.4483,29,0.6897,18.1034
multiple sclerosis,Tecfidera,12,14,91.4122,7.3149,7.4483,29,0.6897,27.2759
multiple sclerosis,Teriflunomide,13,20,75.1356,6.1727,5.8214,28,0.5357,34.9643
multiple sclerosis,Aubagio,14,21,72.8627,6.1515,5.7778,27,0.5185,36.2593
multiple sclerosis,Rebif,15,18,67.6528,7.1534,7.25,20,0.8,18.75
muscle pain,Naproxen,1,8,69.8899,6.6545,6.4783,23,0.6087,14.5652
muscle pain,Diclofenac,2,2,58.8312,7.3539,7.625,16,0.8125,25.4375
muscle pain,Methyl salicylate,3,10,39.1974,6.0795,5.1667,12,0.4167,4.1667
muscle pain,Voltaren,4,3,28.0942,7.3283,8.0,6,0.8333,43.5
muscle pain,Nabumetone,5,6,26.6033,6.9394,6.8333,6,0.6667,32.1667
muscle pain,Salonpas Pain Patch,6,9,26.2535,6.1005,4.5714,7,0.2857,6.5714
muscle pain,Aspirin / caffeine / orphenadrine,7,1,24.9616,7.4652,8.6,5,0.8,7.6
muscle pain,Advil,8,4,23.388,6.9947,7.0,5,0.6,22.0
muscle pain,Ibuprofen,9,5,23.388,6.9947,7.0,5,0.6,22.0
muscle pain,Relafen,10,7,22.6013,6.7594,6.2,5,0.6,35.2
muscle spasm,Carisoprodol,1,2,425.1069,8.9506,9.0872,172,0.9244,52.9767
muscle spasm,Cyclobenzaprine,2,21,378.505,6.1689,6.1281,242,0.5579,30.5124
muscle spasm,Soma,3,1,351.9126,8.9856,9.1654,133,0.9474,65.1203
muscle spasm,Tizanidine,4,18,318.7692,6.6252,6.6,175,0.6229,50.5657
muscle spasm,Methocarbamol,5,22,260.0969,6.0988,6.0268,149,0.5369,43.2013
muscle spasm,Diazepam,6,3,226.0875,8.2969,8.4878,82,0.8537,51.4024
muscle spasm,Flexeril,7,19,205.5224,6.4992,6.44,100,0.6,49.52
muscle spasm,Baclofen,8,16,203.5949,6.6907,6.6526,95,0.6421,50.0421
muscle spasm,Zanaflex,9,8,190.9527,7.646,7.7534,73,0.7534,84.7671
muscle spasm,Metaxalone,10,9,184.195,7.3754,7.4384,73,0.7534,38.0274
muscle spasm,Skelaxin,11,7,161.4202,7.7813,7.9474,57,0.8246,42.7368
muscle spasm,Valium,12,4,116.9266,8.1257,8.5143,35,0.8571,69.2
muscle spasm,Chlorzoxazone,13,15,112.7101,6.8317,6.7857,42,0.6667,38.3095
muscle spasm,Robaxin,14,17,101.5984,6.6382,6.5263,38,0.6053,81.8684
muscle spasm,Orphenadrine,15,13,84.0999,7.1002,7.1481,27,0.6667,32.1852
myasthenia gravis,Pyridostigmine,1,3,59.7336,7.1348,7.2353,17,0.7059,26.7647
myasthenia gravis,Mycophenolate mofetil,2,1,55.092,7.6119,8.1429,14,0.8571,31.7143
myasthenia gravis,Mestinon,3,4,34.3711,6.6147,6.1111,9,0.5556,34.1111
myasthenia gravis,CellCept,4,2,28.7331,7.495,8.5,6,0.8333,52.6667
narcolepsy,Modafinil,1,12,209.3426,7.0472,7.0543,92,0.663,25.0978
narcolepsy,Armodafinil,2,15,189.884,6.6657,6.6207,87,0.6322,17.7356
narcolepsy,Sodium oxybate,3,5,178.5243,8.0799,8.2903,62,0.871,27.2581
narcolepsy,Nuvigil,4,13,177.2291,6.8853,6.8684,76,0.6579,19.9342
narcolepsy,Xyrem,5,4,176.6832,8.0946,8.3115,61,0.8689,27.7049
narcolepsy,Provigil,6,14,174.5648,6.8495,6.8267,75,0.6267,29.3733
narcolepsy,Amphetamine / dextroamphetamine,7,1,156.6356,8.4575,8.8163,49,0.9388,42.0612
narcolepsy,Adderall,8,2,116.5931,8.2806,8.7353,34,0.9412,52.5
narcolepsy,Methylphenidate,9,8,114.1716,7.6104,7.8108,37,0.7838,35.3514
narcolepsy,Dextroamphetamine,10,3,71.6321,8.197,9.0,18,0.9444,34.4444
narcolepsy,Ritalin,11,10,64.0585,7.3303,7.5556,18,0.7778,52.4444
narcolepsy,Dexedrine,12,7,47.5091,7.8656,8.8182,11,0.9091,45.3636
narcolepsy,Adderall XR,13,6,34.1811,7.9426,9.5714,7,1.0,33.5714
narcolepsy,Lisdexamfetamine,14,9,32.5956,7.5742,8.5714,7,0.8571,9.8571
narcolepsy,Concerta,15,11,30.3305,7.0479,7.1429,7,0.7143,22.8571
nasal congestion,Oxymetazoline,1,16,150.2284,5.6693,5.4684,79,0.4937,5.1392
nasal congestion,Pseudoephedrine,2,8,122.0956,7.2711,7.3488,43,0.7442,17.9302
nasal congestion,Loratadine / pseudoephedrine,3,11,93.7697,7.1374,7.1935,31,0.6452,20.4516
nasal congestion,Afrin,4,17,77.0523,4.8444,4.2,40,0.35,6.125
nasal congestion,Claritin-D,5,9,73.1717,7.2032,7.3182,22,0.6364,26.9545
nasal congestion,Xylometazoline,6,10,70.4259,7.1791,7.2857,21,0.7143,7.6667
nasal congestion,Dexbrompheniramine / pseudoephedrine,7,1,65.7493,8.6263,9.9333,15,1.0,8.6
nasal congestion,Drixoral Cold and Allergy,8,2,54.51,8.4545,9.9167,12,1.0,10.5
nasal congestion,Naphazoline,9,3,54.51,8.4545,9.9167,12,1.0,22.3333
nasal congestion,Phenylephrine,10,6,51.7333,7.5564,8.0769,13,0.8462,3.7692
nasal congestion,Privine,11,4,50.9231,8.4308,10.0,11,1.0,24.2727
nasal congestion,Vicks Sinex Nasal Spray (old formulation),12,12,48.6895,6.7273,6.5,14,0.6429,5.6429
nasal congestion,Nostrilla,13,13,37.807,6.7231,6.4,10,0.6,6.0
nasal congestion,Sodium chloride,14,14,31.4019,6.0433,4.7778,9,0.4444,1.7778
nasal congestion,Sudafed Congestion,15,7,28.3071,7.3838,8.1667,6,0.8333,30.1667
nausea vomiting,Ondansetron,1,8,479.193,8.0611,8.1164,232,0.8017,16.8922
nausea vomiting,Zofran,2,3,320.4496,8.4208,8.5547,128,0.8594,21.2109
nausea vomiting,Promethazine,3,1,289.3636,8.5778,8.7523,109,0.8807,19.4312
nausea vomiting,Phenergan,4,2,152.0941,8.473,8.8511,47,0.8936,25.7234
nausea vomiting,Prochlorperazine,5,22,118.3806,4.7401,4.3699,73,0.3699,13.8904
nausea vomiting,Zofran ODT,6,14,99.7171,7.2424,7.3333,33,0.697,17.4848
nausea vomiting,Metoclopramide,7,23,98.5046,4.4582,3.9677,62,0.3226,16.4677
nausea vomiting,Lorazepam,8,9,89.7174,8.0246,8.52,25,0.8,31.56
nausea vomiting,Phosphorated carbohydrate solution,9,4,87.8943,8.3688,9.087,23,0.913,13.5652
nausea vomiting,Reglan,10,21,82.3416,4.8198,4.2273,44,0.3636,21.4773
nausea vomiting,Emetrol,11,5,81.7221,8.3306,9.0952,21,0.9048,14.0
nausea vomiting,Compazine,12,24,79.6842,4.4391,3.7872,47,0.2979,16.9787
nausea vomiting,Scopolamine,13,18,69.9661,6.0766,5.6538,26,0.4231,4.3077
nausea vomiting,Diphenhydramine,14,15,54.7398,7.1818,7.3333,15,0.7333,27.1333
nausea vomiting,Dimenhydrinate,15,6,53.1668,8.2462,9.5,12,1.0,30.5
nausea vomiting chemotherapy induced,Dronabinol,1,4,63.1169,7.8896,8.5625,16,0.9375,29.375
nausea vomiting chemotherapy induced,Marinol,2,3,48.8222,8.083,9.2727,11,1.0,35.7273
nausea vomiting chemotherapy induced,Aprepitant,3,1,46.7534,8.3141,9.9,10,1.0,9.3
nausea vomiting chemotherapy induced,Emend,4,2,46.7534,8.3141,9.9,10,1.0,9.3
nausea vomiting chemotherapy induced,Ondansetron,5,7,38.3301,7.3766,7.8889,9,0.7778,16.5556
nausea vomiting chemotherapy induced,Granisetron,6,5,33.5016,7.7847,9.1429,7,1.0,3.5714
nausea vomiting chemotherapy induced,Zofran,7,9,30.557,7.1005,7.2857,7,0.7143,18.5714
nausea vomiting chemotherapy induced,Dexamethasone,8,8,27.6682,7.2172,7.6667,6,0.6667,9.6667
nausea vomiting chemotherapy induced,Sancuso,9,6,25.7483,7.7005,9.4,5,1.0,4.4
nausea vomiting of pregnancy,Doxylamine / pyridoxine,1,1,183.4575,6.7947,6.7654,81,0.6543,5.9506
nausea vomiting of pregnancy,Diclegis,2,2,180.8242,6.7599,6.725,80,0.65,6.025
neuralgia,Pregabalin,1,1,121.6455,7.5077,7.6585,41,0.7805,33.561
neuralgia,Lyrica,2,2,118.957,7.479,7.625,40,0.775,34.325
neuralgia,Nortriptyline,3,3,65.2236,7.4636,7.7778,18,0.8333,33.4444
neuralgia,Baclofen,4,6,31.3735,6.5955,6.0,8,0.5,13.875
neuralgia,Levetiracetam,5,5,26.8163,6.995,7.0,6,0.8333,4.6667
neuralgia,Methylprednisolone,6,4,24.3715,7.2888,8.0,5,0.8,10.6
neuropathic pain,Pregabalin,1,1,253.9675,6.5588,6.5191,131,0.6031,41.8397
neuropathic pain,Lyrica,2,2,234.6181,6.5531,6.5085,118,0.6017,46.0932
neuropathic pain,Gabapentin,3,3,175.9911,6.3428,6.25,84,0.5595,12.0119
neuropathic pain,Lidocaine,4,4,34.8991,5.4129,3.8333,12,0.3333,9.25
neutropenia associated with chemotherapy,Neulasta,1,1,78.1472,6.7871,6.6923,26,0.6923,20.8846
neutropenia associated with chemotherapy,Pegfilgrastim,2,2,78.1472,6.7871,6.6923,26,0.6923,20.8846
night terrors,Clonazepam,1,2,55.3704,7.6504,8.2143,14,0.7857,19.7143
night terrors,Diazepam,2,1,30.6499,7.995,10.0,6,1.0,28.1667
nightmares,Prazosin,1,1,74.0909,7.0545,7.087,23,0.6957,34.087
nocturnal leg cramps,Quinine,1,3,50.749,7.8712,8.75,12,0.9167,22.5
nocturnal leg cramps,Carisoprodol,2,1,38.2709,8.0455,9.625,8,1.0,70.25
nocturnal leg cramps,Soma,3,2,30.6499,7.995,10.0,6,1.0,90.0
non hodgkin s lymphoma,Rituximab,1,2,49.6745,7.7045,8.4167,12,0.9167,48.5
non hodgkin s lymphoma,Rituxan,2,1,37.5573,7.8955,9.25,8,1.0,71.375
non small cell lung cance,Erlotinib,1,1,111.1849,8.463,9.0323,31,0.9677,80.2581
non small cell lung cance,Tarceva,2,2,111.1849,8.463,9.0323,31,0.9677,80.2581
non small cell lung cance,Nivolumab,3,5,52.58,5.5597,4.7,20,0.4,21.35
non small cell lung cance,Gefitinib,4,3,34.1811,7.9426,9.5714,7,1.0,31.0
non small cell lung cance,Iressa,5,4,34.1811,7.9426,9.5714,7,1.0,31.0
non small cell lung cance,Opdivo,6,6,33.2873,5.1629,3.3333,12,0.25,28.9167
not listed othe,Phentermine,1,2,111.796,8.5095,9.0968,31,0.9677,2.5161
not listed othe,Alprazolam,2,1,71.2813,8.5141,9.5882,17,1.0,2.1176
not listed othe,Oxycodone,3,5,64.8312,8.1039,8.9375,16,0.9375,2.5625
not listed othe,Buprenorphine / naloxone,4,3,49.6101,8.2134,9.5455,11,1.0,0.4545
not listed othe,Tramadol,5,14,48.3312,7.4962,8.0,12,0.8333,6.25
not listed othe,Gabapentin,6,11,43.1748,7.6777,8.5,10,0.9,3.4
not listed othe,Methadone,7,4,38.7465,8.1455,9.875,8,1.0,12.875
not listed othe,Acetaminophen / oxycodone,8,6,34.1811,7.9426,9.5714,7,1.0,1.1429
not listed othe,Lorazepam,9,8,33.5016,7.7847,9.1429,7,1.0,7.7143
not listed othe,Clonazepam,10,10,33.0486,7.6794,8.8571,7,0.8571,0.8571
not listed othe,Diazepam,11,7,30.224,7.8838,9.6667,6,1.0,5.3333
not listed othe,Acetaminophen / hydrocodone,12,9,29.798,7.7727,9.3333,6,1.0,2.0
not listed othe,Quetiapine,13,24,29.4245,6.8373,6.5714,7,0.7143,0.8571
not listed othe,Meloxicam,14,15,28.7331,7.495,8.5,6,0.8333,12.1667
not listed othe,Ethinyl estradiol / norethindrone,15,30,27.839,6.4689,5.5714,7,0.4286,0.0
obesity,Bupropion / naltrexone,1,23,1133.9801,6.971,6.9707,888,0.6622,26.1025
obesity,Contrave,2,24,1109.8793,6.9645,6.9641,864,0.6597,26.7789
obesity,Phentermine,3,4,773.2458,8.7106,8.7626,396,0.8889,24.9874
obesity,Liraglutide,4,12,740.4952,7.8971,7.9225,426,0.7887,25.2582
obesity,Saxenda,5,15,620.1441,7.7638,7.7907,344,0.7703,23.4767
obesity,Lorcaserin,6,9,512.1325,8.1213,8.1753,251,0.7888,54.3586
obesity,Belviq,7,10,502.6166,8.1164,8.1714,245,0.7918,55.6408
obesity,Orlistat,8,16,407.487,7.6334,7.6716,201,0.7811,59.1144
obesity,Phentermine / topiramate,9,7,350.3074,8.2557,8.3581,148,0.8378,44.6486
obesity,Qsymia,10,8,333.8776,8.2033,8.3071,140,0.8357,46.8714
obesity,Diethylpropion,11,1,306.9167,8.9749,9.1892,111,0.9369,41.9369
obesity,Phendimetrazine,12,6,302.2617,8.285,8.4132,121,0.8595,43.8264
obesity,Topiramate,13,17,288.7461,7.6324,7.6929,127,0.748,89.2756
obesity,Adipex-P,14,3,254.6473,8.7148,8.9444,90,0.8889,49.9222
obesity,Xenical,15,5,198.8878,8.3075,8.5362,69,0.8841,90.7391
obsessive compulsive disorde,Sertraline,1,9,260.1427,7.9308,8.0381,105,0.8,44.8857
obsessive compulsive disorde,Zoloft,2,2,216.2965,8.086,8.25,80,0.8125,55.3875
obsessive compulsive disorde,Fluvoxamine,3,11,213.304,7.7569,7.8675,83,0.747,39.8193
obsessive compulsive disorde,Clomipramine,4,6,202.6869,7.953,8.1067,75,0.8667,49.3867
obsessive compulsive disorde,Fluoxetine,5,4,180.9923,7.9988,8.1875,64,0.8594,42.7812
obsessive compulsive disorde,Luvox,6,7,151.7386,7.9509,8.1765,51,0.7843,54.5294
obsessive compulsive disorde,Prozac,7,3,130.8168,8.0738,8.3902,41,0.878,59.561
obsessive compulsive disorde,Anafranil,8,5,121.8012,7.9582,8.2632,38,0.9211,78.6316
obsessive compulsive disorde,Escitalopram,9,1,119.3759,8.2959,8.7429,35,0.9143,47.7429
obsessive compulsive disorde,Paroxetine,10,17,79.4896,7.3308,7.5,24,0.75,44.8333
obsessive compulsive disorde,Citalopram,11,13,74.2904,7.573,7.9048,21,0.8095,35.2857
obsessive compulsive disorde,Quetiapine,12,10,66.0848,7.8934,8.5294,17,0.8824,24.2353
obsessive compulsive disorde,Paxil,13,14,65.5149,7.497,7.8333,18,0.8333,57.6667
obsessive compulsive disorde,Aripiprazole,14,16,56.1513,7.367,7.6667,15,0.6667,28.8667
obsessive compulsive disorde,Venlafaxine,15,15,48.3312,7.4962,8.0,12,0.8333,26.0
obstructive sleep apnea hypopnea syndrome,Armodafinil,1,1,116.6204,8.1045,8.4857,35,0.8857,22.1143
obstructive sleep apnea hypopnea syndrome,Nuvigil,2,2,105.0743,7.9979,8.3871,31,0.871,24.5484
obstructive sleep apnea hypopnea syndrome,Modafinil,3,3,102.6301,7.8118,8.129,31,0.8065,33.9355
obstructive sleep apnea hypopnea syndrome,Provigil,4,4,73.8592,7.8097,8.3,20,0.8,46.9
onychomycosis toenail,Terbinafine,1,3,358.3285,7.2315,7.2473,182,0.6923,33.3187
onychomycosis toenail,Efinaconazole,2,5,182.3484,5.81,5.6667,99,0.5152,11.0404
onychomycosis toenail,Jublia,3,6,182.3484,5.81,5.6667,99,0.5152,11.0404
onychomycosis toenail,Lamisil,4,4,169.8771,7.1739,7.2059,68,0.7059,59.8235
onychomycosis toenail,Ciclopirox,5,2,63.4759,7.2636,7.4444,18,0.7778,48.6667
onychomycosis toenail,Kerydin,6,7,51.4006,5.2397,4.2381,21,0.381,11.2857
onychomycosis toenail,Tavaborole,7,8,51.4006,5.2397,4.2381,21,0.381,11.2857
onychomycosis toenail,Fluconazole,8,1,38.2709,8.0455,9.625,8,1.0,28.0
oophorectomy,Estradiol,1,3,46.2563,6.7564,6.5385,13,0.6154,18.8462
oophorectomy,Conjugated estrogens,2,1,35.8925,7.5455,8.375,8,0.875,49.625
oophorectomy,Premarin,3,2,31.9161,7.4163,8.1429,7,0.8571,56.7143
opiate dependence,Buprenorphine / naloxone,1,4,1016.9391,8.5165,8.5476,588,0.8537,30.0442
opiate dependence,Suboxone,2,1,904.7386,9.0061,9.0578,467,0.9101,33.7345
opiate dependence,Buprenorphine,3,3,280.1801,8.9271,9.1616,99,0.9596,36.2828
opiate dependence,Naltrexone,4,6,223.4642,7.712,7.809,89,0.7528,45.2697
opiate dependence,Subutex,5,2,207.1869,8.9476,9.303,66,0.9848,49.8182
opiate dependence,Vivitrol,6,5,187.952,7.8507,8.0,69,0.7826,54.5217
opiate dependence,Zubsolv,7,7,130.8249,6.6601,6.5849,53,0.6604,21.4717
opiate dependence,Bunavail,8,8,107.6625,6.3019,6.1136,44,0.5682,16.5682
opiate withdrawal,Methadone,1,1,413.0482,8.659,8.7746,173,0.8728,36.1272
opiate withdrawal,Clonidine,2,3,365.8904,8.1332,8.2188,160,0.8438,74.6625
opiate withdrawal,Catapres,3,5,85.5136,7.8864,8.3333,24,0.9167,107.125
opiate withdrawal,Methadose,4,4,73.658,8.0938,8.7895,19,0.8421,55.1579
opiate withdrawal,Methocarbamol,5,6,71.7904,7.5909,7.95,20,0.85,131.2
opiate withdrawal,Methadone Diskets,6,2,62.9264,8.2559,9.2667,15,0.9333,38.9333
opiate withdrawal,Robaxin,7,7,26.3903,6.8838,6.6667,6,0.6667,145.8333
opioid induced constipation,Naloxegol,1,4,64.1284,5.9141,5.375,24,0.5,6.4167
opioid induced constipation,Movantik,2,1,63.0135,6.2032,5.7727,22,0.5455,7.0
opioid induced constipation,Amitiza,3,2,20.0443,5.9947,3.6,5,0.4,2.8
opioid induced constipation,Lubiprostone,4,3,20.0443,5.9947,3.6,5,0.4,2.8
oral thrush,Nystatin,1,1,48.3312,7.4962,8.0,12,0.8333,29.8333
oral thrush,Clotrimazole,2,2,34.3785,5.6917,4.2727,11,0.2727,19.7273
organ transplant rejection prophylaxis,Tacrolimus,1,1,91.2283,8.1597,8.72,25,0.96,11.52
organ transplant rejection prophylaxis,Prograf,2,2,72.4838,7.9648,8.5789,19,0.9474,14.7895
organ transplant rejection prophylaxis,CellCept,3,3,35.6546,7.4955,8.25,8,0.75,11.875
organ transplant rejection prophylaxis,Mycophenolate mofetil,4,4,35.6546,7.4955,8.25,8,0.75,11.875
